Postcode,In Use?,Latitude,Population,Longitude,Postcode district,Postcode area,Average Income,LSOA code,County
HP18 0AA,Yes,51.791234,5,-0.912524,HP18,HP,62000,E01017684,Buckinghamshire
HP18 0AF,Yes,51.895772,,-0.978134,HP18,HP,57400,E01017674,Buckinghamshire
HP18 0BF,Yes,51.842474,,-0.853575,HP18,HP,67300,E01017705,Buckinghamshire
HP18 0DG,Yes,51.87947,,-1.006301,HP18,HP,57400,E01017673,Buckinghamshire
HP18 0DS,Yes,51.804812,2,-0.960321,HP18,HP,63300,E01017720,Buckinghamshire
HP18 0EU,Yes,51.849533,24,-0.919939,HP18,HP,63300,E01017719,Buckinghamshire
HP18 0QL,Yes,51.875805,13,-0.972041,HP18,HP,63300,E01017703,Buckinghamshire
HP18 0RS,Yes,51.845077,6,-1.024603,HP18,HP,57400,E01017642,Buckinghamshire
HP18 0YS,Yes,51.778221,,-0.771607,HP18,HP,61400,E01017631,Buckinghamshire
HP18 9AA,Yes,51.77179,16,-0.995994,HP18,HP,62000,E01017682,Buckinghamshire
HP18 9AP,Yes,51.778461,35,-0.984039,HP18,HP,62000,E01017681,Buckinghamshire
HP18 9DX,Yes,51.757236,16,-1.037876,HP18,HP,62000,E01017683,Buckinghamshire
HP18 9EX,Yes,51.787436,18,-1.006353,HP18,HP,57400,E01017643,Buckinghamshire
HP18 9JF,Yes,51.766039,4,-1.083002,HP18,HP,58100,E01028647,Oxfordshire
HP18 9UH,Yes,51.839334,4,-1.052377,HP18,HP,67000,E01028500,Oxfordshire
HP19 0FA,Yes,51.833401,13,-0.805368,HP19,HP,52000,E01017664,Buckinghamshire
HP19 0FU,Yes,51.83343,,-0.811992,HP19,HP,52000,E01017660,Buckinghamshire
HP19 7AA,Yes,51.817908,3,-0.839408,HP19,HP,61800,E01032957,Buckinghamshire
HP19 7AB,Yes,51.818249,54,-0.845739,HP19,HP,61800,E01032956,Buckinghamshire
HP19 7BU,Yes,51.813284,,-0.826695,HP19,HP,61800,E01017654,Buckinghamshire
HP19 7FA,Yes,51.812152,25,-0.835682,HP19,HP,61800,E01017653,Buckinghamshire
HP19 7FB,Yes,51.812502,21,-0.836471,HP19,HP,61800,E01032962,Buckinghamshire
HP19 7SB,Yes,51.809969,68,-0.833127,HP19,HP,61800,E01017655,Buckinghamshire
HP19 8AA,Yes,51.819879,,-0.816367,HP19,HP,54100,E01017666,Buckinghamshire
HP19 8AP,Yes,51.819314,,-0.835207,HP19,HP,67300,E01017708,Buckinghamshire
HP19 8BW,Yes,51.821042,,-0.829954,HP19,HP,54100,E01017665,Buckinghamshire
HP19 8EY,Yes,51.818166,3,-0.816804,HP19,HP,48100,E01032961,Buckinghamshire
HP19 8JB,Yes,51.825337,97,-0.840552,HP19,HP,67300,E01017706,Buckinghamshire
HP19 9AA,Yes,51.83351,,-0.823361,HP19,HP,63300,E01032959,Buckinghamshire
HP19 9AE,Yes,51.826056,24,-0.828765,HP19,HP,54100,E01017667,Buckinghamshire
HP19 9EA,Yes,51.825093,,-0.818015,HP19,HP,54100,E01017668,Buckinghamshire
HP19 9GN,Yes,51.829307,103,-0.837431,HP19,HP,67300,E01017707,Buckinghamshire
HP2 4BA,Yes,51.747193,69,-0.468412,HP2,HP,52400,E01023388,Hertfordshire
HP2 4BF,Yes,51.760522,,-0.439299,HP2,HP,49600,E01023346,Hertfordshire
HP2 4BG,Yes,51.754447,17,-0.452338,HP2,HP,48100,E01023349,Hertfordshire
HP2 4BP,Yes,51.751222,68,-0.456027,HP2,HP,48100,E01023350,Hertfordshire
HP2 4BY,Yes,51.753816,83,-0.459763,HP2,HP,48100,E01023351,Hertfordshire
HP2 4DE,Yes,51.753324,,-0.449001,HP2,HP,49600,E01023348,Hertfordshire
HP2 4EX,Yes,51.748402,75,-0.459824,HP2,HP,52400,E01023387,Hertfordshire
HP2 4FB,Yes,51.749186,24,-0.422546,HP2,HP,54200,E01023410,Hertfordshire
HP2 4FZ,Yes,51.750255,,-0.424601,HP2,HP,54200,E01023409,Hertfordshire
HP2 5AF,Yes,51.761542,35,-0.466108,HP2,HP,43000,E01023401,Hertfordshire
HP2 5AT,Yes,51.763307,116,-0.464918,HP2,HP,43000,E01023405,Hertfordshire
HP2 5BA,Yes,51.764517,94,-0.466645,HP2,HP,43000,E01023404,Hertfordshire
HP2 5BG,Yes,51.757249,,-0.452887,HP2,HP,49600,E01023347,Hertfordshire
HP2 5FN,Yes,51.766145,16,-0.458503,HP2,HP,43000,E01023402,Hertfordshire
HP2 5GZ,Yes,51.763944,45,-0.453173,HP2,HP,43000,E01023403,Hertfordshire
HP2 6AA,Yes,51.773606,95,-0.450118,HP2,HP,44600,E01023395,Hertfordshire
HP2 6AB,Yes,51.77279,70,-0.450957,HP2,HP,44600,E01023393,Hertfordshire
HP2 6AE,Yes,51.772252,17,-0.464093,HP2,HP,44600,E01023397,Hertfordshire
HP2 6AY,Yes,51.776928,,-0.462035,HP2,HP,44600,E01023396,Hertfordshire
HP2 6DZ,Yes,51.774717,118,-0.453863,HP2,HP,44600,E01023394,Hertfordshire
HP2 7BY,Yes,51.780462,,-0.437625,HP2,HP,53600,E01023435,Hertfordshire
HP2 7JF,Yes,51.778348,96,-0.445592,HP2,HP,53600,E01023436,Hertfordshire
HP2 7JH,Yes,51.774517,22,-0.442173,HP2,HP,53600,E01023434,Hertfordshire
HP2 7LD,Yes,51.777898,25,-0.434707,HP2,HP,53600,E01023437,Hertfordshire
HP20 1AD,Yes,51.819886,36,-0.805305,HP20,HP,56600,E01017699,Buckinghamshire
HP20 1AE,Yes,51.813038,18,-0.786294,HP20,HP,59300,E01017639,Buckinghamshire
HP20 1AL,Yes,51.814822,,-0.807969,HP20,HP,48100,E01017634,Buckinghamshire
HP20 1AP,Yes,51.820028,,-0.789391,HP20,HP,64900,E01017641,Buckinghamshire
HP20 1AZ,Yes,51.823434,,-0.803316,HP20,HP,48100,E01017662,Buckinghamshire
HP20 1BD,Yes,51.820417,,-0.79393,HP20,HP,56600,E01017698,Buckinghamshire
HP20 1DL,Yes,51.823906,42,-0.794766,HP20,HP,56600,E01017697,Buckinghamshire
HP20 1EN,Yes,51.823464,31,-0.801008,HP20,HP,52000,E01017661,Buckinghamshire
HP20 1EZ,Yes,51.814526,,-0.812337,HP20,HP,48100,E01032955,Buckinghamshire
HP20 1JL,Yes,51.813544,20,-0.785656,HP20,HP,59300,E01017640,Buckinghamshire
HP20 1LF,Yes,51.814946,69,-0.795208,HP20,HP,59300,E01017637,Buckinghamshire
HP20 1NG,Yes,51.814321,45,-0.784315,HP20,HP,56600,E01017700,Buckinghamshire
HP20 2AF,Yes,51.82716,81,-0.807942,HP20,HP,52000,E01017659,Buckinghamshire
HP21 7AW,Yes,51.808877,37,-0.77953,HP21,HP,59300,E01017635,Buckinghamshire
HP21 7BQ,Yes,51.808748,87,-0.776812,HP21,HP,59300,E01017636,Buckinghamshire
HP21 7DX,Yes,51.80448,13,-0.788264,HP21,HP,59300,E01017638,Buckinghamshire
HP21 7LD,Yes,51.809404,29,-0.803905,HP21,HP,61500,E01017692,Buckinghamshire
HP21 7NE,Yes,51.804382,72,-0.796186,HP21,HP,61500,E01017689,Buckinghamshire
HP21 7NX,Yes,51.804215,61,-0.80102,HP21,HP,61500,E01017687,Buckinghamshire
HP21 8AA,Yes,51.807773,41,-0.809614,HP21,HP,61500,E01017688,Buckinghamshire
HP21 8AE,Yes,51.814788,,-0.821549,HP21,HP,45600,E01017711,Buckinghamshire
HP21 8AG,Yes,51.802957,79,-0.809045,HP21,HP,61500,E01017690,Buckinghamshire
HP21 8BE,Yes,51.800118,46,-0.819111,HP21,HP,48800,E01017724,Buckinghamshire
HP21 8BF,Yes,51.811817,,-0.814011,HP21,HP,45600,E01017712,Buckinghamshire
HP21 8BH,Yes,51.799228,77,-0.816423,HP21,HP,48800,E01017721,Buckinghamshire
HP21 8DA,Yes,51.802495,52,-0.810435,HP21,HP,45600,E01017710,Buckinghamshire
HP21 8DL,Yes,51.804243,87,-0.812651,HP21,HP,45600,E01017709,Buckinghamshire
HP21 8PF,Yes,51.806849,76,-0.824998,HP21,HP,48800,E01017723,Buckinghamshire
HP21 9FA,Yes,51.793675,,-0.818779,HP21,HP,48800,E01017722,Buckinghamshire
HP21 9PB,Yes,51.801198,119,-0.790997,HP21,HP,61500,E01017691,Buckinghamshire
HP22 0AA,Yes,51.803758,,-0.729302,HP22,HP,61400,E01017632,Buckinghamshire
HP22 0AX,Yes,51.80145,,-0.739577,HP22,HP,61400,E01017627,Buckinghamshire
HP22 4DH,Yes,51.863533,11,-0.831582,HP22,HP,63300,E01032958,Buckinghamshire
HP22 4EJ,Yes,51.898773,12,-0.832813,HP22,HP,60600,E01017715,Buckinghamshire
HP22 4EQ,Yes,51.871833,7,-0.771639,HP22,HP,64900,E01017733,Buckinghamshire
HP22 4EU,Yes,51.887505,45,-0.855416,HP22,HP,63300,E01017704,Buckinghamshire
HP22 4EW,Yes,51.863111,20,-0.735875,HP22,HP,64900,E01017734,Buckinghamshire
HP22 4LW,Yes,51.87442,7,-0.728256,HP22,HP,64900,E01017732,Buckinghamshire
HP22 5AL,Yes,51.786225,12,-0.770042,HP22,HP,61400,E01017628,Buckinghamshire
HP22 5BB,Yes,51.795982,119,-0.709562,HP22,HP,61400,E01017629,Buckinghamshire
HP22 5BD,Yes,51.768876,81,-0.723871,HP22,HP,58300,E01017728,Buckinghamshire
HP22 5BG,Yes,51.792223,13,-0.756243,HP22,HP,61400,E01017630,Buckinghamshire
HP22 5QD,Yes,51.766662,45,-0.73202,HP22,HP,58300,E01017730,Buckinghamshire
HP22 5TR,Yes,51.777944,17,-0.765802,HP22,HP,58300,E01017727,Buckinghamshire
HP22 6AA,Yes,51.771772,52,-0.749216,HP22,HP,58300,E01017729,Buckinghamshire
HP23 4AB,Yes,51.793255,39,-0.663519,HP23,HP,56800,E01023426,Hertfordshire
HP23 4AF,Yes,51.793354,52,-0.664285,HP23,HP,52800,E01023420,Hertfordshire
HP23 4AJ,Yes,51.795105,31,-0.669565,HP23,HP,56800,E01023425,Hertfordshire
HP23 4AN,Yes,51.831251,16,-0.697656,HP23,HP,56800,E01023424,Hertfordshire
HP23 4BJ,Yes,51.790611,62,-0.670538,HP23,HP,56800,E01023423,Hertfordshire
HP23 4BW,Yes,51.821106,,-0.67024,HP23,HP,60200,E01017651,Buckinghamshire
HP23 4ED,Yes,51.797795,21,-0.657884,HP23,HP,61200,E01023421,Hertfordshire
HP23 4FF,Yes,51.807668,,-0.657929,HP23,HP,52800,E01023419,Hertfordshire
HP23 5AD,Yes,51.795471,8,-0.662202,HP23,HP,52800,E01023418,Hertfordshire
HP23 5FF,Yes,51.800439,,-0.645367,HP23,HP,61200,E01023422,Hertfordshire
HP23 5FQ,Yes,51.784319,,-0.61242,HP23,HP,55400,E01023416,Hertfordshire
HP23 5FR,Yes,51.787899,,-0.620182,HP23,HP,61200,E01023352,Hertfordshire
HP23 5RZ,Yes,51.816834,27,-0.604935,HP23,HP,60200,E01017702,Buckinghamshire
HP27 0AA,Yes,51.722345,3,-0.831597,HP27,HP,50400,E01017929,Buckinghamshire
HP27 0AD,Yes,51.722457,15,-0.830604,HP27,HP,50400,E01017931,Buckinghamshire
HP27 0DH,Yes,51.721237,37,-0.834073,HP27,HP,50400,E01017930,Buckinghamshire
HP27 0EG,Yes,51.726921,,-0.829258,HP27,HP,50400,E01017933,Buckinghamshire
HP27 0LG,Yes,51.730507,48,-0.818746,HP27,HP,50400,E01017932,Buckinghamshire
HP27 0ND,Yes,51.696444,,-0.814888,HP27,HP,62200,E01017887,Buckinghamshire
HP3 0AA,Yes,51.72883,55,-0.470937,HP3,HP,58400,E01023407,Hertfordshire
HP3 0AD,Yes,51.735326,20,-0.470558,HP3,HP,63900,E01023354,Hertfordshire
HP3 0AF,Yes,51.735344,31,-0.469892,HP3,HP,63900,E01033023,Hertfordshire
HP3 0DA,Yes,51.72236,25,-0.538405,HP3,HP,56700,E01023373,Hertfordshire
HP3 0DN,Yes,51.73312,15,-0.511144,HP3,HP,56700,E01023374,Hertfordshire
HP3 0EB,Yes,51.723143,,-0.535795,HP3,HP,56700,E01023376,Hertfordshire
HP3 0PJ,Yes,51.695132,5,-0.522809,HP3,HP,58600,E01023854,Hertfordshire
HP3 8AA,Yes,51.731398,62,-0.452156,HP3,HP,51400,E01023414,Hertfordshire
HP3 8AL,Yes,51.734414,77,-0.451191,HP3,HP,51400,E01023415,Hertfordshire
HP3 8AU,Yes,51.750036,33,-0.44174,HP3,HP,54200,E01023411,Hertfordshire
HP3 8BL,Yes,51.746408,,-0.453098,HP3,HP,51400,E01023357,Hertfordshire
HP3 8DD,Yes,51.743796,,-0.446655,HP3,HP,51400,E01023358,Hertfordshire
HP3 8ES,Yes,51.745128,13,-0.441185,HP3,HP,54200,E01023412,Hertfordshire
HP3 8HS,Yes,51.741049,76,-0.447539,HP3,HP,51400,E01023359,Hertfordshire
HP3 8PY,Yes,51.73639,,-0.420696,HP3,HP,54500,E01023807,Hertfordshire
HP3 8QW,Yes,51.74632,20,-0.432785,HP3,HP,54200,E01023413,Hertfordshire
HP3 8RT,Yes,51.725913,28,-0.448014,HP3,HP,54500,E01023808,Hertfordshire
HP3 9AF,Yes,51.741075,3,-0.462652,HP3,HP,52400,E01023389,Hertfordshire
HP3 9DY,Yes,51.743896,14,-0.465779,HP3,HP,52400,E01023386,Hertfordshire
HP3 9FB,Yes,51.737654,90,-0.456041,HP3,HP,51400,E01023360,Hertfordshire
HP3 9FH,Yes,51.732034,60,-0.461547,HP3,HP,63900,E01033022,Hertfordshire
HP4 1AA,Yes,51.76182,,-0.569445,HP4,HP,68600,E01023368,Hertfordshire
HP4 1AG,Yes,51.761158,18,-0.566168,HP4,HP,72600,E01023361,Hertfordshire
HP4 1AR,Yes,51.764841,7,-0.576841,HP4,HP,59700,E01023370,Hertfordshire
HP4 1BS,Yes,51.77015,27,-0.577153,HP4,HP,72600,E01023363,Hertfordshire
HP4 1DU,Yes,51.769041,78,-0.571709,HP4,HP,72600,E01023364,Hertfordshire
HP4 1FR,Yes,51.836489,,-0.56077,HP4,HP,60200,E01017657,Buckinghamshire
HP4 1LL,Yes,51.770577,25,-0.587168,HP4,HP,55400,E01023417,Hertfordshire
HP4 1NF,Yes,51.821463,22,-0.581417,HP4,HP,60200,E01017701,Buckinghamshire
HP4 1QR,Yes,51.81486,26,-0.535704,HP4,HP,49100,E01017587,Bedfordshire
HP4 2BT,Yes,51.758701,40,-0.560676,HP4,HP,68600,E01023365,Hertfordshire
HP4 2BX,Yes,51.757651,41,-0.5566,HP4,HP,68600,E01023366,Hertfordshire
HP4 2SX,Yes,51.736735,4,-0.566616,HP4,HP,62400,E01017750,Buckinghamshire
HP4 3AQ,Yes,51.76725,20,-0.586597,HP4,HP,59700,E01023369,Hertfordshire
HP4 3AR,Yes,51.757905,10,-0.589984,HP4,HP,59700,E01023371,Hertfordshire
HP4 3BB,Yes,51.755578,14,-0.573018,HP4,HP,59700,E01023372,Hertfordshire
HP5 1AB,Yes,51.707518,1,-0.610612,HP5,HP,50100,E01017792,Buckinghamshire
HP5 1AD,Yes,51.708996,58,-0.607845,HP5,HP,61800,E01017769,Buckinghamshire
HP5 1AE,Yes,51.710119,15,-0.606986,HP5,HP,50100,E01017770,Buckinghamshire
HP5 1FJ,Yes,51.716227,,-0.608694,HP5,HP,55000,E01017795,Buckinghamshire
HP5 1FW,Yes,51.708114,,-0.583673,HP5,HP,61800,E01017771,Buckinghamshire
HP5 1GD,Yes,51.696943,,-0.60252,HP5,HP,50100,E01017791,Buckinghamshire
HP5 1NN,Yes,51.699008,106,-0.60423,HP5,HP,50100,E01017793,Buckinghamshire
HP5 1TS,Yes,51.680693,7,-0.570259,HP5,HP,72200,E01017740,Buckinghamshire
HP5 2AB,Yes,51.707362,14,-0.614162,HP5,HP,55000,E01017747,Buckinghamshire
HP5 2BH,Yes,51.716819,,-0.608074,HP5,HP,61800,E01017781,Buckinghamshire
HP5 2BY,Yes,51.721137,11,-0.61639,HP5,HP,55000,E01017789,Buckinghamshire
HP5 2DD,Yes,51.720515,91,-0.616989,HP5,HP,55000,E01017790,Buckinghamshire
HP5 2DN,Yes,51.713072,80,-0.61338,HP5,HP,55000,E01017748,Buckinghamshire
HP5 2FN,Yes,51.717785,17,-0.629608,HP5,HP,55000,E01017749,Buckinghamshire
HP5 3DP,Yes,51.714988,76,-0.60355,HP5,HP,61800,E01017780,Buckinghamshire
HP6 5AA,Yes,51.67368,51,-0.599803,HP6,HP,66800,E01017742,Buckinghamshire
HP6 5AZ,Yes,51.674686,37,-0.608398,HP6,HP,66800,E01017763,Buckinghamshire
HP6 5FH,Yes,51.690873,,-0.609304,HP6,HP,66800,E01017765,Buckinghamshire
HP6 5LB,Yes,51.685694,22,-0.608198,HP6,HP,66800,E01017764,Buckinghamshire
HP6 6AP,Yes,51.675683,5,-0.597751,HP6,HP,66800,E01017741,Buckinghamshire
HP6 6BA,Yes,51.681051,19,-0.590593,HP6,HP,66800,E01017743,Buckinghamshire
HP6 6FA,Yes,51.671154,,-0.574826,HP6,HP,71000,E01017776,Buckinghamshire
HP6 6PG,Yes,51.674043,34,-0.568047,HP6,HP,71000,E01017775,Buckinghamshire
HP6 6PR,Yes,51.669846,42,-0.562293,HP6,HP,71000,E01017777,Buckinghamshire
HP7 0AA,Yes,51.673733,14,-0.609179,HP7,HP,72200,E01017745,Buckinghamshire
HP7 0AP,Yes,51.663913,59,-0.620158,HP7,HP,72200,E01017744,Buckinghamshire
HP7 0AZ,Yes,51.669462,46,-0.605008,HP7,HP,72200,E01017746,Buckinghamshire
HP7 0JY,Yes,51.634162,4,-0.620203,HP7,HP,69900,E01017798,Buckinghamshire
HP7 9AB,Yes,51.670804,54,-0.605242,HP7,HP,72200,E01017739,Buckinghamshire
HP8 4AA,Yes,51.648121,32,-0.55102,HP8,HP,71000,E01017762,Buckinghamshire
HP8 4AB,Yes,51.629788,32,-0.543124,HP8,HP,67200,E01017757,Buckinghamshire
HP8 4BT,Yes,51.633164,3,-0.534808,HP8,HP,52300,E01023835,Hertfordshire
HP8 4BX,Yes,51.629985,75,-0.569636,HP8,HP,67800,E01017759,Buckinghamshire
HP8 4DB,Yes,51.626753,38,-0.580472,HP8,HP,67800,E01017761,Buckinghamshire
HP8 4EH,Yes,51.633853,51,-0.5846,HP8,HP,67800,E01017760,Buckinghamshire
HP9 1AA,Yes,51.607721,8,-0.641575,HP9,HP,69900,E01017796,Buckinghamshire
HP9 1AE,Yes,51.60643,74,-0.63859,HP9,HP,69900,E01017799,Buckinghamshire
HP9 1BE,Yes,51.604401,90,-0.664966,HP9,HP,69900,E01017802,Buckinghamshire
HP9 1EF,Yes,51.604833,32,-0.657906,HP9,HP,69900,E01017797,Buckinghamshire
HP9 1HE,Yes,51.622721,7,-0.655789,HP9,HP,60300,E01017782,Buckinghamshire
HP9 2DR,Yes,51.618046,9,-0.607264,HP9,HP,67800,E01017794,Buckinghamshire
HP9 2SB,Yes,51.589702,17,-0.617788,HP9,HP,63100,E01017823,Buckinghamshire
HP9 2XB,Yes,51.601047,,-0.607669,HP9,HP,67300,E01017767,Buckinghamshire
IG1 1AG,Yes,51.557648,,0.072368,IG1,IG,49100,E01003689,Greater London
IG1 1AR,Yes,51.559704,,0.07151,IG1,IG,47100,E01003783,Greater London
IG1 1BF,Yes,51.561213,,0.085412,IG1,IG,49100,E01033591,Greater London
IG1 1EF,Yes,51.558855,,0.074789,IG1,IG,49100,E01033589,Greater London
IG1 1ET,Yes,51.55483,145,0.076582,IG1,IG,49100,E01003685,Greater London
IG1 1HA,Yes,51.555027,104,0.080816,IG1,IG,49100,E01003686,Greater London
IG1 1HD,Yes,51.555203,91,0.083017,IG1,IG,49100,E01003683,Greater London
IG1 1HP,Yes,51.557007,,0.076061,IG1,IG,49100,E01003688,Greater London
IG1 1LQ,Yes,51.559693,,0.0939,IG1,IG,52600,E01003742,Greater London
IG1 1PA,Yes,51.55225,145,0.075037,IG1,IG,46700,E01003730,Greater London
IG1 1PH,Yes,51.554613,58,0.085805,IG1,IG,52600,E01003743,Greater London
IG1 1PL,Yes,51.55435,87,0.087957,IG1,IG,52600,E01003739,Greater London
IG1 1XU,Yes,51.558605,121,0.091412,IG1,IG,52600,E01003740,Greater London
IG1 2AA,Yes,51.556521,,0.068002,IG1,IG,46700,E01003728,Greater London
IG1 2AS,Yes,51.54488,,0.076935,IG1,IG,45800,E01003734,Greater London
IG1 2BE,Yes,51.546418,111,0.071238,IG1,IG,46700,E01003732,Greater London
IG1 2BS,Yes,51.545828,124,0.072033,IG1,IG,45800,E01003736,Greater London
IG1 2EJ,Yes,51.553903,32,0.070539,IG1,IG,46700,E01003729,Greater London
IG1 2ES,Yes,51.550675,149,0.070508,IG1,IG,46700,E01003733,Greater London
IG1 2FU,Yes,51.546128,,0.081593,IG1,IG,45800,E01003735,Greater London
IG1 2QJ,Yes,51.548424,64,0.078324,IG1,IG,45800,E01003731,Greater London
IG1 2TA,Yes,51.551978,100,0.083751,IG1,IG,49100,E01003684,Greater London
IG1 3AH,Yes,51.560226,130,0.064363,IG1,IG,47100,E01003785,Greater London
IG1 3BB,Yes,51.562987,119,0.065929,IG1,IG,47100,E01003788,Greater London
IG1 3BF,Yes,51.573315,12,0.064104,IG1,IG,55100,E01003690,Greater London
IG1 3BN,Yes,51.562059,18,0.063422,IG1,IG,47100,E01003784,Greater London
IG1 3EG,Yes,51.563673,184,0.058575,IG1,IG,55100,E01003691,Greater London
IG1 3EH,Yes,51.565509,127,0.059999,IG1,IG,55100,E01003695,Greater London
IG1 3HF,Yes,51.567659,26,0.059447,IG1,IG,55100,E01003694,Greater London
IG1 3JL,Yes,51.569442,214,0.062356,IG1,IG,55100,E01003692,Greater London
IG1 3LA,Yes,51.568553,106,0.056688,IG1,IG,55100,E01003693,Greater London
IG1 3PN,Yes,51.574489,84,0.053045,IG1,IG,55100,E01003696,Greater London
IG1 3SF,Yes,51.57317,133,0.05238,IG1,IG,55100,E01003697,Greater London
IG1 4AA,Yes,51.564324,53,0.082786,IG1,IG,58400,E01003758,Greater London
IG1 4AD,Yes,51.566568,97,0.083581,IG1,IG,58400,E01003756,Greater London
IG1 4AN,Yes,51.564909,61,0.090359,IG1,IG,53400,E01003757,Greater London
IG1 4BL,Yes,51.562241,130,0.077654,IG1,IG,55200,E01003782,Greater London
IG1 4FB,Yes,51.563224,,0.068755,IG1,IG,55200,E01003781,Greater London
IG1 4LE,Yes,51.564312,137,0.074374,IG1,IG,55200,E01003787,Greater London
IG1 4RA,Yes,51.567017,88,0.075998,IG1,IG,55200,E01003786,Greater London
IG10 1AD,Yes,51.647856,17,0.055809,IG10,IG,61800,E01021791,Essex
IG10 1AN,Yes,51.650101,60,0.06217,IG10,IG,61800,E01021789,Essex
IG10 1BF,Yes,51.648842,75,0.068806,IG10,IG,61800,E01021790,Essex
IG10 1DX,Yes,51.646909,18,0.053381,IG10,IG,67600,E01021781,Essex
IG10 1ER,Yes,51.654169,,0.063639,IG10,IG,61800,E01021786,Essex
IG10 1HS,Yes,51.652013,18,0.0562,IG10,IG,61800,E01021787,Essex
IG10 1PL,Yes,51.646483,,0.086895,IG10,IG,47400,E01021776,Essex
IG10 1SN,Yes,51.661237,39,0.065033,IG10,IG,61800,E01021788,Essex
IG10 1UB,Yes,51.642218,31,0.047041,IG10,IG,67600,E01021782,Essex
IG10 2AA,Yes,51.653144,67,0.075404,IG10,IG,47400,E01021778,Essex
IG10 2AH,Yes,51.652127,16,0.081851,IG10,IG,47400,E01021775,Essex
IG10 2DA,Yes,51.656776,62,0.088625,IG10,IG,47400,E01021774,Essex
IG10 2DY,Yes,51.654437,124,0.084992,IG10,IG,47400,E01021777,Essex
IG10 2FD,Yes,51.657165,,0.073766,IG10,IG,47400,E01021779,Essex
IG10 3AA,Yes,51.638326,4,0.060812,IG10,IG,56100,E01021783,Essex
IG10 3AB,Yes,51.638979,51,0.059625,IG10,IG,56100,E01021784,Essex
IG10 3AP,Yes,51.636372,106,0.054798,IG10,IG,67600,E01021785,Essex
IG10 3FQ,Yes,51.642534,,0.074789,IG10,IG,56100,E01021771,Essex
IG10 3FW,Yes,51.642428,,0.070101,IG10,IG,56100,E01021773,Essex
IG10 3HF,Yes,51.645078,77,0.069097,IG10,IG,56100,E01021772,Essex
IG10 4AA,Yes,51.641746,7,0.034865,IG10,IG,67600,E01021780,Essex
IG10 4HL,Yes,51.629722,,0.034413,IG10,IG,63900,E01021746,Essex
IG11 0AB,Yes,51.525054,,0.12391,IG11,IG,47800,E01000092,Greater London
IG11 0AE,Yes,51.531169,,0.109388,IG11,IG,46100,E01000096,Greater London
IG11 0AG,Yes,51.531241,,0.106421,IG11,IG,46100,E01000093,Greater London
IG11 0AL,Yes,51.522612,,0.122729,IG11,IG,46100,E01000095,Greater London
IG11 0AP,Yes,51.522316,,0.121173,IG11,IG,46100,E01000094,Greater London
IG11 0AT,Yes,51.5293,,0.086261,IG11,IG,41300,E01000049,Greater London
IG11 0JP,Yes,51.525355,,0.105198,IG11,IG,46100,E01000091,Greater London
IG11 0TJ,Yes,51.532852,,0.102932,IG11,IG,47800,E01000043,Greater London
IG11 1FN,Yes,51.534525,,0.088203,IG11,IG,47800,E01000052,Greater London
IG11 7AB,Yes,51.533121,119,0.08067,IG11,IG,41300,E01033588,Greater London
IG11 7AD,Yes,51.533404,96,0.081447,IG11,IG,41300,E01000051,Greater London
IG11 7AR,Yes,51.534399,,0.07708,IG11,IG,46600,E01000010,Greater London
IG11 7BA,Yes,51.534206,6,0.071792,IG11,IG,41300,E01033587,Greater London
IG11 7DG,Yes,51.530944,,0.081823,IG11,IG,41300,E01000048,Greater London
IG11 7DH,Yes,51.533601,75,0.085579,IG11,IG,47800,E01000050,Greater London
IG11 7QL,Yes,51.536232,121,0.08831,IG11,IG,51300,E01000044,Greater London
IG11 7RB,Yes,51.536554,102,0.093429,IG11,IG,47800,E01000040,Greater London
IG11 8AD,Yes,51.539898,,0.067654,IG11,IG,46600,E01000008,Greater London
IG11 8BQ,Yes,51.539173,106,0.076129,IG11,IG,46600,E01000007,Greater London
IG11 8EA,Yes,51.539282,,0.081628,IG11,IG,51300,E01000009,Greater London
IG11 8FF,Yes,51.548687,,0.091851,IG11,IG,56100,E01000070,Greater London
IG11 8FL,Yes,51.543087,46,0.074995,IG11,IG,46600,E01000012,Greater London
IG11 8QG,Yes,51.54233,127,0.079143,IG11,IG,51300,E01000011,Greater London
IG11 8SL,Yes,51.542341,33,0.086094,IG11,IG,51300,E01000068,Greater London
IG11 8UA,Yes,51.546763,24,0.095311,IG11,IG,52600,E01003741,Greater London
IG11 8UG,Yes,51.546151,59,0.09586,IG11,IG,56100,E01000067,Greater London
IG11 9AA,Yes,51.541338,32,0.098494,IG11,IG,56100,E01000069,Greater London
IG11 9AG,Yes,51.543667,,0.102495,IG11,IG,56100,E01000066,Greater London
IG11 9BJ,Yes,51.541365,59,0.102029,IG11,IG,56100,E01000071,Greater London
IG11 9BY,Yes,51.550758,2,0.107251,IG11,IG,45800,E01000023,Greater London
IG11 9BZ,Yes,51.551991,79,0.106716,IG11,IG,52600,E01003738,Greater London
IG11 9FB,Yes,51.537507,,0.106018,IG11,IG,41600,E01000042,Greater London
IG11 9NX,Yes,51.536681,117,0.109441,IG11,IG,41600,E01000045,Greater London
IG11 9SU,Yes,51.53861,20,0.086544,IG11,IG,51300,E01000006,Greater London
IG2 6AA,Yes,51.572902,77,0.08244,IG2,IG,58400,E01003755,Greater London
IG2 6AN,Yes,51.57175,109,0.077844,IG2,IG,58400,E01003752,Greater London
